,supplier_name,sku,name,cloudstoreUrl,description,extra_comments,extra_open_data_level,
11,Atos IT Services UK Ltd,3.G3.039.011,Atos IT Transformation Consulting,http://govstore.service.gov.uk/cloudstore/atos-it-transformation-consulting,"Decisions about strategy and operations require an all-round view of the external factors, the business model, people and IT.  The Atos approach specialises in transformation across business-IT services, helping you make the right decisions to typically maximise value, agility, flexibility, cost effectiveness and business growth. Our IT Transformation offerings are listed below:-
	Enterprise Social Networking Roadmap
	Digital Business Continuity Roadmap
	Business Technology Strategy for Cloud
	Cloud Operating Model Assessment
	SIAM Roadmap Development
	Transition and Business Change Management
	Agile Transformation Support
Further detail is provided in each of the individual service definitions.
Keywords: IL3, IL2, IL1, IL1/2, IL0, Oracle Fusion Middleware, Mediator, BPM, BPEL, BAM and ADF, Service Orientated Architecture Delivery, SOA,SSB,Shared Service Bus,SOA, Service Orientated Architecture,ESB,Enterprise Service Bus,Enterprise, Platform,Red Hat,JBoss,Interface, Orchestration, Synchronous, Asynchronous, Application, Development, Message / Messaging, Schema, Secure, Reliable, Routing, Transformation, Standards, Authentication, Authorisation, Encryption, Queuing, Persisting, XML / CSV, Cloud, IaaS / Infrastructure, Automated / Repeatable builds, Systems integration, Integration testing, Common Data Platform, Business managed rule, Common identity, Management information, Business intelligence, Logical data model, Single repository, Database, Oracle, RDBMS, MDM, Master Data Management / Manager, Informatica, Mastered data, Document management system, content management system, Data warehouse, Transactional database, Fine-grained audit, Data loads, Master records, workflow, backlog, Perform, multiple role skill combinations, enablement, collaboration, identity, information assurance, biographic, business change, enablement, migration, cloud, Software as a service SaaS, scalability, flexibility, open source, open standards, small to medium enterprise SME, subject matter expert SME, agile, big data, business, social, mobile, web, message queue service, managed relational database, mySQL, 
SQL server, managed search service, workflow, message queue service, web-based user interface, identity and access management, monitoring, container, orchestration, data-driven, web, mobile, social, content, document, Design, Build, Integration, data analytics, , data warehousing, accredited, impact level, open data, shared services, shared infrastructure, ITIL, optimised, architecture, casework, enterprise, knowledge and information management, design patterns, standards, models and principles, business services, open architecture, re-use, Application Programme Interface, API, Fuse / FuseSource, Open source, open-source, 
ETL, Extract Transform Load, Business Objects, Oracle Golden Gate, Oracle Weblogic, Oracle Fusion Middleware, Oracle label security, DB  vault","- ""open data"" is named in a list of keywords at the end of the service description, but the service is not specifically about open data",0,
12,Atos IT Services UK Ltd,3.G3.039.014,Atos Information Management Consulting,http://govstore.service.gov.uk/cloudstore/atos-information-management-consulting,"Unlock the hidden value of your data and information:  the huge and ever-increasing amount of data and information becomes a burden if not managed effectively. This task becomes even more complex as not only the amount but also the types of information and data are growing. Data stock is a highly valuable asset which bears a huge potential for boosting your productivity and cutting your costs.  Crucially it also means creating an understanding of what you have and what it tells you.  The right information  supports investigations and inquiries, consultations,  policy making, risk and fraud management.    Master Data Management, Big and Open Data are covered, as well as eDisclosure and eDiscovery. Our Information Management offerings are listed below:-
	Zero Email Awareness Workshop
	Information Strategy Assessment
	Enterprise Collaboration Strategy
	eDisclosure and eDiscovery Opportunity Assessment
Further detail is provided in each of the individual service definitions.
Keywords: IL3, IL2, IL1, IL1/2, IL0, Oracle Fusion Middleware, Mediator, BPM, BPEL, BAM and ADF, Service Orientated Architecture Delivery, SOA,SSB,Shared Service Bus,SOA, Service Orientated Architecture,ESB,Enterprise Service Bus,Enterprise, Platform,Red Hat,JBoss,Interface, Orchestration, Synchronous, Asynchronous, Application, Development, Message / Messaging, Schema, Secure, Reliable, Routing, Transformation, Standards, Authentication, Authorisation, Encryption, Queuing, Persisting, XML / CSV, Cloud, IaaS / Infrastructure, Automated / Repeatable builds, Systems integration, Integration testing, Common Data Platform, Business managed rule, Common identity, Management information, Business intelligence, Logical data model, Single repository, Database, Oracle, RDBMS, MDM, Master Data Management / Manager, Informatica, Mastered data, Document management system, content management system, Data warehouse, Transactional database, Fine-grained audit, Data loads, Master records, workflow, backlog, Perform, multiple role skill combinations, enablement, collaboration, identity, information assurance, biographic, business change, enablement, migration, cloud, Software as a service SaaS, scalability, flexibility, open source, open standards, small to medium enterprise SME, subject matter expert SME, agile, big data, business, social, mobile, web, message queue service, managed relational database, mySQL, 
SQL server, managed search service, workflow, message queue service, web-based user interface, identity and access management, monitoring, container, orchestration, data-driven, web, mobile, social, content, document, Design, Build, Integration, data analytics, , data warehousing, accredited, impact level, open data, shared services, shared infrastructure, ITIL, optimised, architecture, casework, enterprise, knowledge and information management, design patterns, standards, models and principles, business services, open architecture, re-use, Application Programme Interface, API, Fuse / FuseSource, Open source, open-source, 
ETL, Extract Transform Load, Business Objects, Oracle Golden Gate, Oracle Weblogic, Oracle Fusion Middleware, Oracle label security, DB  vault","- ""open data"" is named in a list of keywords at the end of the service description, but the service is not specifically about open data",0,
13,Atos IT Services UK Ltd,3.G3.039.013,Atos Security Consulting,http://govstore.service.gov.uk/cloudstore/atos-security-consulting,"Security risks facing organisations are growing exponentially, with bot-nets, cyber-hackers, sophisticated hand crafted attacks and social engineering. Organisations need to tailor their systems and processes to meet their needs and have confidence, backed up by proof, that their information is secure, available and compliant with legislation. Atos has a large team of highly experienced CLAS consultants with many years of experience working with all Government departments including specialist areas such as MoD and Nuclear. Our IT Security offerings are listed below:-
	Government Protective Marking Scheme 2013 Impact Assessment
	Cloud Security Assessment
	Information Assurance and CLAS Support
	ISO 27001 Information Security Assessment
Further detail is provided in each of the individual service definitions.
Keywords: IL3, IL2, IL1, IL1/2, IL0, Oracle Fusion Middleware, Mediator, BPM, BPEL, BAM and ADF, Service Orientated Architecture Delivery, SOA,SSB,Shared Service Bus,SOA, Service Orientated Architecture,ESB,Enterprise Service Bus,Enterprise, Platform,Red Hat,JBoss,Interface, Orchestration, Synchronous, Asynchronous, Application, Development, Message / Messaging, Schema, Secure, Reliable, Routing, Transformation, Standards, Authentication, Authorisation, Encryption, Queuing, Persisting, XML / CSV, Cloud, IaaS / Infrastructure, Automated / Repeatable builds, Systems integration, Integration testing, Common Data Platform, Business managed rule, Common identity, Management information, Business intelligence, Logical data model, Single repository, Database, Oracle, RDBMS, MDM, Master Data Management / Manager, Informatica, Mastered data, Document management system, content management system, Data warehouse, Transactional database, Fine-grained audit, Data loads, Master records, workflow, backlog, Perform, multiple role skill combinations, enablement, collaboration, identity, information assurance, biographic, business change, enablement, migration, cloud, Software as a service SaaS, scalability, flexibility, open source, open standards, small to medium enterprise SME, subject matter expert SME, agile, big data, business, social, mobile, web, message queue service, managed relational database, mySQL, 
SQL server, managed search service, workflow, message queue service, web-based user interface, identity and access management, monitoring, container, orchestration, data-driven, web, mobile, social, content, document, Design, Build, Integration, data analytics, , data warehousing, accredited, impact level, open data, shared services, shared infrastructure, ITIL, optimised, architecture, casework, enterprise, knowledge and information management, design patterns, standards, models and principles, business services, open architecture, re-use, Application Programme Interface, API, Fuse / FuseSource, Open source, open-source, 
ETL, Extract Transform Load, Business Objects, Oracle Golden Gate, Oracle Weblogic, Oracle Fusion Middleware, Oracle label security, DB  vault","- ""open data"" is named in a list of keywords at the end of the service description, but the service is not specifically about open data",0,
14,Atos IT Services UK Ltd,3.G2.039.002,Atos Shared Hosting IaaS,http://govstore.service.gov.uk/cloudstore/atos-shared-hosting-iaas,"Atos provides Shared Hosting IaaS through two discrete offerings.
1. Trusted Agile Infrastructure provides compute and storage to meet the agility demands of today's software development. The service also enables the assembly of test environments out of a preconfigured virtual datacentre environment. Trusted Agile Infrastructure is targeted at customers who have software and product testing requirements or who need to prototype applications in a very accessible, configurable and secure environment. In small scale deployments, the Trusted Agile Infrastructure environment can serve as a production platform for these developments. Service availability: 99.9% Service availability window: 7x24 hours (all days) 24 hours a day Maintenance windows: Twice a year, Saturday 08:00 - Sunday 24:00 h
2. Atos can also provide an IaaS Co-Lo offering as part of the Shared Hosting IaaS. This is priced separately in the TAI Service Description.
KeyWords IaaS co-lo vmware v-cloud director self-service test and development, IL2, IL1, IL1/2, IL0, Oracle Fusion Middleware, Mediator, BPM, BPEL, BAM and ADF, Service Orientated Architecture Delivery, SOA,SSB,Shared Service Bus,SOA, Service Orientated Architecture,ESB,Enterprise Service Bus,Enterprise, Platform,Red Hat,JBoss,Interface, Orchestration, Synchronous, Asynchronous, Application, Development, Message / messaging, Schema, Secure, Reliable, Routing, Transformation, standards, Authentication, Authorisation, Encryption, Queuing, Persisting, XML / CSV, Cloud, IaaS / Infrastructure, Automated / repeatable builds, Systems integration, Integration testing, Common Data Platform, Business managed rule, Common identity, Management information, Business intelligence, Logical data model, Single repository, Database, Oracle, RDBMS, MDM, Master Data Management / Manager, Informatica, Mastered data, Document management system, content management system, Data warehouse, Transactional database, Fine-grained audit, Data loads, Master records, workflow, backlog, Perform, multiple role skill combinations, enablement, collaboration, identity, information assurance, biographic, business change, enablement, migration, cloud, Software as a service SaaS, scalability, flexibility, open source, open standards, small to medium enterprise SME, subject matter expert SME, agile, big data, business, social, mobile, web, message queue service, managed relational database, mySQL, 
SQL server, managed search service, workflow, message queue service, web-based user interface, identity and access management, monitoring, container, orchestration, data-driven, web, mobile, social, content, document, Design, Build, Integration, data analytics, , data warehousing, accredited, impact level, open data, shared services, shared infrastructure, ITIL, optimised, architecture, casework, enterprise, knowledge and information management, design patterns, standards, models and principles, business services, open architecture, re-use, Application Programme Interface, API","- ""open data"" is named in a list of keywords at the end of the service description, but the service is not specifically about open data",0,
15,Atos IT Services UK Ltd,3.G2.039.042,Atos Shared Hosting PaaS,http://govstore.service.gov.uk/cloudstore/atos-shared-hosting-paas,"Atos Shared hosting provides computer processing, storage, network and backup services in a flexible and managed offering. The levels of resource sharing and agility vary across the three delivery models - Dedicated, Private and Shared. Charged on a per month basis for resources consumed. 
This is not an IaaS offering as Atos manages the Operating System - either Windows or Red Hat Linux or SUSE. Available in mainland Europe and UK. ISO27001. Synchronous replication.
Keywords: IL2, IL1, IL1/2, IL0, Oracle Fusion Middleware, Mediator, BPM, BPEL, BAM and ADF, Service Orientated Architecture Delivery, SOA,SSB,Shared Service Bus,SOA, Service Orientated Architecture,ESB,Enterprise Service Bus,Enterprise, Platform,Red Hat,JBoss,Interface, Orchestration, Synchronous, Asynchronous, Application, Development, Message / Messaging, Schema, Secure, Reliable, Routing, Transformation, Standards, Authentication, Authorisation, Encryption, Queuing, Persisting, XML / CSV, Cloud, IaaS / Infrastructure, Automated / Repeatable builds, Systems integration, Integration testing, Common Data Platform, Business managed rule, Common identity, Management information, Business intelligence, Logical data model, Single repository, Database, Oracle, RDBMS, MDM, Master Data Management / Manager, Informatica, Mastered data, Document management system, content management system, Data warehouse, Transactional database, Fine-grained audit, Data loads, Master records, workflow, backlog, Perform, multiple role skill combinations, enablement, collaboration, identity, information assurance, biographic, business change, enablement, migration, cloud, Software as a service SaaS, scalability, flexibility, open source, open standards, small to medium enterprise SME, subject matter expert SME, agile, big data, business, social, mobile, web, message queue service, managed relational database, mySQL, 
SQL server, managed search service, workflow, message queue service, web-based user interface, identity and access management, monitoring, container, orchestration, data-driven, web, mobile, social, content, document, Design, Build, Integration, data analytics, , data warehousing, accredited, impact level, open data, shared services, shared infrastructure, ITIL, optimised, architecture, casework, enterprise, knowledge and information management, design patterns, standards, models and principles, business services, open architecture, re-use, Application Programme Interface, API","- ""open data"" is named in a list of keywords at the end of the service description, but the service is not specifically about open data",0,
16,Atos IT Services UK Ltd,3.G3.039.002,Atos Test and Development platform PaaS,http://govstore.service.gov.uk/cloudstore/atos-test-and-development-platform-paas,"Atos are pleased to offer the UK Government G-Cloud four flexible, procurable solutions to support customers who are assessing options and costs for technical and business solutions as part of a project or programme. These are:
1.	Product demonstration
2.	Proof Of Concept (includes Prototypes and conceptual model)
3.	Pilot
4.	Product assessment  pre-feasibility/ sandpit
These offers are to enable the customer to rapidly assess the suitability of solutions to meet requirements and to test the technical feasibility and usability of candidate solutions. They are particularly useful in providing a low-cost way of assessing COTS products and/or agile build of prototypes to inform procurement decisions and to reduce risk in a large programme.
The offer includes a full range of services including technical consultancy, agile development and business consultancy to give a full 360 degree view of solution suitability to meet business needs.  Services can be flexed according to need with PoC/Pilots being run iteratively if required.
The offer can include the use of COTS packages selected by the customer subject to relevant commercial agreements between Atos and the proposed software /COTS supplier. 
We are able to offer the ABACO SITI AGRI products in any of the services detailed within the service description.
Keywords: IL3, IL2, IL1, IL1/2, IL0, Oracle Fusion Middleware, Mediator, BPM, BPEL, BAM and ADF, Service Orientated Architecture Delivery, SOA,SSB,Shared Service Bus,SOA, Service Orientated Architecture,ESB,Enterprise Service Bus,Enterprise, Platform,Red Hat,JBoss,Interface, Orchestration, Synchronous, Asynchronous, Application, Development, Message / Messaging, Schema, Secure, Reliable, Routing, Transformation, Standards, Authentication, Authorisation, Encryption, Queuing, Persisting, XML / CSV, Cloud, IaaS / Infrastructure, Automated / Repeatable builds, Systems integration, Integration testing, Common Data Platform, Business managed rule, Common identity, Management information, Business intelligence, Logical data model, Single repository, Database, Oracle, RDBMS, MDM, Master Data Management / Manager, Informatica, Mastered data, Document management system, content management system, Data warehouse, Transactional database, Fine-grained audit, Data loads, Master records, workflow, backlog, Perform, multiple role skill combinations, enablement, collaboration, identity, information assurance, biographic, business change, enablement, migration, cloud, Software as a service SaaS, scalability, flexibility, open source, open standards, small to medium enterprise SME, subject matter expert SME, agile, big data, business, social, mobile, web, message queue service, managed relational database, mySQL, 
SQL server, managed search service, workflow, message queue service, web-based user interface, identity and access management, monitoring, container, orchestration, data-driven, web, mobile, social, content, document, Design, Build, Integration, data analytics, , data warehousing, accredited, impact level, open data, shared services, shared infrastructure, ITIL, optimised, architecture, casework, enterprise, knowledge and information management, design patterns, standards, models and principles, business services, open architecture, re-use, Application Programme Interface, API","- ""open data"" is named in a list of keywords at the end of the service description, but the service is not specifically about open data",0,
17,Atos IT Services UK Ltd,4.G4.0261.238,Emerging Business Technology Workshop,http://govstore.service.gov.uk/cloudstore/emerging-business-technology-workshop,"Organisations are increasingly becoming more dependent upon technology to enable and release significant levels of business transformation. Atos‰Ûª Business Technology workshops help our clients understand and take proactive steps to achieve success in today‰Ûªs complex, digital world. Keywords: Apps, Applications, Big Data, business, Cloud, computing on demand, consumer technology, digital, digital transformation, emerging, emerging business technology, IaaS, Media Management, Mobile, Networks, Open data, PaaS, peer-to-peer, post-digital, SaaS, Software as a Service, Smartcities, social networking, technology, trends","- ""open data"" is named in a list of keywords at the end of the service description, but the service is not specifically about open data",0,
18,Atos IT Services UK Ltd,4.G4.0261.228,Extreme Performance Cloud - Oracle Exadata,http://govstore.service.gov.uk/cloudstore/extreme-performance-cloud-oracle-exadata4-g4-0261-228,"EPC provides the management and hosting of appliances within the Oracle Engineered System portfolio. IL0 Service and pricing is currently available for Atos Database Services - Oracle on Exadata which is located in mainland Europe. Additional services such as Atos Business Analytics, Oracle on Exalytics and Atos Server Management, Oracle on Exalogic are available on request from Atos. There will be both IL0 and IL3 services available in 2013 (pending G-Cloud accreditation). The objective of Atos Database Services - Oracle on Exadata is to provide a client with a dedicated managed operational environment for Oracle databases and to ensure that committed service levels are met. Oracle Exadata is a preconfigured Oracle Database machine including: Database servers within the Oracle Database Machine; Storage servers (including SAS/SATA/Flash Disk Storage) within the Oracle Database Machine; InfiniBand Network between the database servers and storage servers within the Oracle Database Machine; Oracle GRID infrastructure. Atos provides maintenance of the Exadata appliance and manages the databases hosted on the platform. Appropriate network connections can be made to allow both citizen/customer access, and civil servant/staff access, to the services. Important characteristics: Location Choice - Mainland Europe or UK based: EPC allows the decision of where the hosting is located, either mainland Europe @ IL0 or data can be held and processed within UK ListX data centres to meet key UK security requirements (ie IL3). Data is not sent or held off-shore Processing is not carried out off-shore Secure: Environments will be certified to the appropriate UK impact level and the option for data and device retention is available Cleared: Operations staff can be UK Security cleared (if required) Automated: Atos manages the infrastructure with a very high level of software tooling, including remote monitoring and automatic alerting Atos manages the EPC environments in accordance to ISO 9001 and ISO 27001 standards. Atos believes this enables delivery at UK CESG Impact Levels 0, 1, 2 and 3. Customers have a choice of appliance capacity sizes to ensure that the footprint meets their needs. Keywords: Exadata Oracle Database Extreme Performance High Availability Disaster recovery Back-up Appliance Engineered System Infiniband PaaS DBaaS Data Warehouse Big Data BIGDATA ETL Extract Transform Load Exalogic Oracle Application Middleware WebLogic Coherence Tuxedo Linux Solaris Java PaaS FUSION Exalytics Oracle OLAP TimesTen In-Memory database Business Intelligence Hyperion BIaaS OBIEE IL3, IL2, IL1, IL1/2, IL0, Oracle Fusion Middleware, Mediator, BPM, BPEL, BAM and ADF, Service Orientated Architecture Delivery, SOA,SSB,Shared Service Bus,SOA, Service Orientated Architecture,ESB,Enterprise Service Bus,Enterprise, Platform,Red Hat,JBoss,Interface, Orchestration, Synchronous, Asynchronous, Application, Development, Message / Messaging, Schema, Secure, Reliable, Routing, Transformation, Standards, Authentication, Authorisation, Encryption, Queuing, Persisting, XML / CSV, Cloud, IaaS / Infrastructure, Automated / Repeatable builds, Systems integration, Integration testing, Common Data Platform, Business managed rule, Common identity, Management information, Business intelligence, Logical data model, Single repository, Database, Oracle, RDBMS, MDM, Master Data Management / Manager, Informatica, Mastered data, Document management system, content management system, Data warehouse, Transactional database, Fine-grained audit, Data loads, Master records, workflow, backlog, Perform, multiple role skill combinations, enablement, collaboration, identity, information assurance, biographic, business change, enablement, migration, cloud, Software as a service SaaS, scalability, flexibility, open source, open standards, small to medium enterprise SME, subject matter expert SME, agile, big data, business, social, mobile, web, message queue service, managed relational database, mySQL, SQL server, managed search service, workflow, message queue service, web-based user interface, identity and access management, monitoring, container, orchestration, data-driven, web, mobile, social, content, document, Design, Build, Integration, data analytics, , data warehousing, accredited, impact level, open data, shared services, shared infrastructure, ITIL, optimised, architecture, casework, enterprise, knowledge and information management, design patterns, standards, models and principles, business services, open architecture, re-use, Application Programme Interface, API","- ""open data"" is named in a list of keywords at the end of the service description, but the service is not specifically about open data",0,
19,Basemap,4.G4.1022.001,GIS TRANSPORTATION SERVICES,http://govstore.service.gov.uk/cloudstore/gis-transportation-services4-g4-1022-001,"Basemap provides both software and consultancy services to the transportation sector, both in the UK and worldwide. These services include: Software development, data provision, system integration, helpdesk services and GIS consultancy. Basemap has extensive experience in implementing solutions using various software development kits from major vendors such as Microsoft, Google, ThinkGeo, MapInfo and VDSTech. Basemap enhances its software provision using specialist data sources that make geographical software visual and insightful, such as open data, demographic, road and path information, points of interest. With many years of experience in transportation modelling, timetable, networks and routing, plus other algorithms, Basemap provides clients with a one-stop shop for all their transportation software and consultancy needs.","- ""open data"" is referenced in the description in the statement ""Basemap enhances its software provision using specialist data sources that make geographical software visual and insightful, such as open data, demographic, road and path information, points of interest."". As for SKU 3.G3.036.001, this does not make it an open data product.",1,1
20,Cayenne Web Development Ltd,3.G3.092.005,"Design and Development Events, Workshops & Hack Days",http://govstore.service.gov.uk/cloudstore/design-and-development-events-workshops-hack-days,"As organisers of the Digpen grassroots network for designers and developers in the South West, we run both commercial and non-commercial design and development events, including conferences, workshops, design jams and hackdays (hackathons). 
Hack days and design jam events help organisations explore solutions to specific business, customer or user problems by bringing together designers, developers and subject-matter experts to brainstorm and rapidly prototype ideas. Hack days are ideal for testing APIs and cloud-based open data services, creating proofs of concept around data sets prior to more substantial API development, and building a developer community around your data feeds and services.
We can help with
	On-the-day organisation and event management
	Team facilitation
	Working with stakeholders and subject matter experts to craft challenges
	Evaluating and cleaning up your existing data sources
	Finding and liaising with venues
	Event marketing and publicity
	Sponsorship
	AV support, including recording and podcasting","- This supplier organises hackathons. Among the examples of how to use hackathons, they suggest ""for testing APIs and cloud-based open data services""",0,
21,Cayenne Web Development Ltd,3.G3.092.004,"Technical Consulting, Open Data APIs and PHP Web Development",http://govstore.service.gov.uk/cloudstore/technical-consulting-open-data-apis-and-php-web-development,"Technical consulting and development using open source technologies
We specialise in developing services that consume or publish data via APIs. We develop custom RESTful APIs for clients who wish to publish their own data. We integrate data from other cloud-based systems with expertise in many different APIs, data sources and formats, including RSS, XML, JSON, SOAP and REST. 
For clients who need to create their own cloud-based applications we can develop small-scale, custom PHP web and mobile-web applications. These projects normally combine development services with our agile web project management, user-interface design and information architecture consulting.
All our development work uses object-oriented PHP, with a preference for MVC frameworks such as Zend Framework and CodeIgnitor. For projects with a cloud-based content management component, we specialise in the SilverStripe open-source web content management system (CMS) and MVC framework (see www.silverstripe.org).
We advise and consult on open-source hosting infrastructure, specifically the Linux/Apache/PHP/MySQL stack.","- Open data is named in the service name, but the supplier provides generic web development services where the choice of working according to open data principle is one option among others.",0,
22,Cetis,4.G4.1033.001,"Open Standards Services ‰ÛÒ Project Specification, Evaluation and Policy Compliance",http://govstore.service.gov.uk/cloudstore/open-standards-services-project-specification-evaluation-and-policy-compliance4-g4-1033-001,"Cetis offers a flexible service to help ensure that projects are specified and suppliers selected to make best use of open standards and to be consistent with UK Government policy and strategy in respect of Open Standards and points of contact between Open Standards and related policies regarding Open Source Software, Transparency and Open Data.",,2,1
23,Cloud Intelligence Services Ltd,4.G4.0162.201,Data Services as a Service,http://govstore.service.gov.uk/cloudstore/data-services-as-a-service4-g4-0162-201,"The Data Services as a Service enables data stored in legacy/operational systems, in the cloud and on-premise, to be exposed as a web service and publish via the Cloud as an API. And provides a platform for big data repository and analysis. It is the basis for enablement of e-Government allowing collaboration and re-use of the existing systems/processes and the orchestration of new services/business processes. APIs are exposed in a controlled and secure manner. Data access is provided without ever having to open up databases to networks or the cloud. One of the key initiatives that can be supported is open data ‰ÛÒ making public sector data accessible on the internet through a secure and manageable process. Data Services support a number of business use cases including: * Open Data * Enterprise Application Integration * Master Data Management * Operational Intelligence * Content Management/Electronic Data Management * Mobile and Web Applications The embedded MongoDB database supports a NoSQL model to deliver highly flexible, high performance and scalable data management platform in support of agile service delivery, mobile application delivery and web application delivery. Performance is improved by 20 times and storage requirements reduced by as much as 90%. Data Services as a Service includes a leading content management and workflow system that is based on open source technologies including Apache, PHP and Django. This has quickly become one of the leading CMS in the fashion industry. We have now adapted the solution for the G-Cloud and focus to bring solutions to the UK Public Sector. Important consideration is that at the termination (or end of 1 or 2 year call-off contract term) the customer owns the data and the applications. As this solution is built with open source there will be no on-going software maintenance fees or one time license costs in event the customer wishes to bring on-premise. With typical IT systems lifespan 7-10 years this represents a major cost advantage compared to proprietary software offerings.",,0,
24,Deloitte LLP,4.G4.0642.257,D-G4-L4-066 Strategic and policy data analytics (advisory product),http://govstore.service.gov.uk/cloudstore/d-g4-l4-066-strategic-and-policy-data-analytics-advisory-product-4-g4-0642-257,"This service consists of the provision of data analytics to inform strategy and policy development. It is designed for organisations which collect or have access to a large volume of structured and unstructured data and wish to systematically analyse this in order to derive policy- and business-relevant insights. This service comprises of a range of bespoke analytical tools including business intelligence, data management, econometrics, geo-spatial and visualisation analyses. Deloitte would work with you to identify your exam question and how data analytics could be applied to derive new and valuable insights. These tools can be used across all sectors and departments, covering issues such as driving efficiencies, stimulating innovation, maximising value for money, achieving policy outcomes and identifying problems before they arise. These tools can draw on both open data and data held privately by organisations. The results can be encoded into easy-to-use visualisation tools that can be rolled out across organisations. This is designed as a one-off service whereby Deloitte would build the model/tool for the initial analysis and hand over to you for continuing maintenance and upgrading. The time frame for the service would vary according to your requirement, but could take at least six months - though this is highly contingent on data quality and the complexity of the exam question.",- These appear as generic data analytics advisory services without any specific open data proposition. We recognise though the supplier's strong background in this area,0,
25,Deloitte LLP,4.G4.0642.247,D-G4-L4-236 Open Data Road Map Development,http://govstore.service.gov.uk/cloudstore/d-g4-l4-236-open-data-road-map-development4-g4-0642-247,"In its Open Data White Paper ""Unleashing the Potential"" the Government outlined its serious intent to make public sector data more available to businesses and to the public. Deloitte will help departments to deliver this by capturing a clear understanding of their data's current availability and the actions needed to increase that availability. This may be used to assist portfolio planning or support business case development. The White Paper stated a principle that organisations should ‰ÛÏRelease data quickly, and then work to make sure that it is available in open standard formats, including linked-data forms.‰Ûù The industry standard for measuring data availability is the 'Five Stars of Linked Open Data', specified by Sir Tim Berbers-Lee. The pinnacle of availability is considered to be a 5 star 'linked data' rating which indicates that the data is both available and is already linked to other data sources; allowing it to be easily exploited to generate insight. It may not be practical or good value for money to attempt to make all of an organisation's data meet this standard. To make meaningful progress, each department will need to understand where their gaps are, the ones to focus on that will drive the greatest value and the practical steps they can take to resolve these gaps. Deloitte will guide the client through this process, using a standardised approach, drawing on our extensive experience of data quality, data management and data transformation. We will also bring industry leading experts to this process from our excellent contacts in academia.",- The supplier has a proven background in open data and is a credible provider of strategic advisory in the area,2,1
26,Deloitte LLP,4.G4.0642.304,D-G4-L4-238 Open Data Transformation,http://govstore.service.gov.uk/cloudstore/d-g4-l4-238-open-data-transformation4-g4-0642-304,"In its Open Data White Paper ""Unleashing the Potential"", the Government outlined its serious intent to make public sector data more available to businesses and to the public. Where departments have identified candidate data Deloitte will design and deliver the change required. This may include delivery of infrastructure, tools, format transformation and data transformation. This change will be driven by the experience of our industry-leading experts in this field. The White Paper stated a principle that organisations should ‰ÛÏRelease data quickly, and then work to make sure that it is available in open standard formats, including linked-data forms.‰Ûù The industry standard for measuring data availability is the 'Five Stars of Linked Open Data', specified by Sir Tim Berbers-Lee. The pinnacle of availability is consider to be a 5 star 'linked data' rating which indicates that the data is both available and is already linked to other data sources; allowing it to be easily exploited to generate insight. Whether it is the client's intention to transform to this level of maturity, or simply to make the data available on the web in its current form, Deloitte can scope, design and deliver the change needed.",- The supplier has a proven background in open data and is a credible provider of technology transformation services that are specific to the opportunities and limitations of open data,2,1
27,Deloitte LLP,4.G4.0642.308,D-G4-L4-242 Strategic and policy data analytics (software as service),http://govstore.service.gov.uk/cloudstore/d-g4-l4-242-strategic-and-policy-data-analytics-software-as-service-4-g4-0642-308,"This service consists of the provision of data analytics to inform strategy and policy development. It is designed for organisations who collect or have access to a large volume of structured and unstructured data and wish to systematically analyse this in order to derive policy- and business-relevant insights. This service comprises of a range of bespoke analytical tools including business intelligence, data management, econometrics, geo-spatial and visualisation analyses. Deloitte would work with you to identify your exam question and how data analytics could be applied to derive new and valuable insights. These tools can be used across all sectors and departments, covering issues such as driving efficiencies, stimulating innovation, maximising value for money, achieving policy outcomes and identifying problems before they arise. These tools can draw on both open data and data held privately by organisations. The results can be encoded into easy-to-use visualisation tools that can be rolled out across organisations. This is designed as an ongoing service whereby Deloitte would build the models/tools for the initial analysis and then continue to maintain/upgrade them over a specified time to evolve with business needs. This will allow you to ask additional questions of the data as they arise. The time frame for the build phase would vary according to your requirement, but could take at least six months - though this is highly contingent on data quality and the exam question being asked.",- These appear as generic data analytics SaaS without any specific open data proposition. We recognise though the supplier's strong background in this area,0,
